food_name,food_category,edible_part,calorie,protein,fat,carbohydrate
猪油（板油）,动物油脂类-动物油脂,100.0,827.0,0.0,88.7,7.2
猪油（炼）,动物油脂类-动物油脂,100.0,897.0,0.0,99.6,0.2
白果（干）[银杏],坚果种子类-树坚果,67.0,355.0,13.2,1.3,72.6
菠萝蜜,坚果种子类-树坚果,97.0,164.0,4.9,0.3,36.7
核桃（鲜）,坚果种子类-树坚果,43.0,336.0,12.8,29.9,6.1
核桃（干）[胡桃],坚果种子类-树坚果,43.0,646.0,14.9,58.8,19.1
毛核桃,坚果种子类-树坚果,38.0,184.0,12.0,6.7,21.7
山核桃（干）,坚果种子类-树坚果,24.0,616.0,18.0,50.4,26.2
栗子（鲜）[板栗],坚果种子类-树坚果,80.0,188.0,4.2,0.7,42.2
栗子（干）[板栗],坚果种子类-树坚果,73.0,348.0,5.3,1.7,78.4
栗子（熟）[板栗],坚果种子类-树坚果,78.0,214.0,4.8,1.5,46.0
松子（生）,坚果种子类-树坚果,32.0,665.0,12.6,62.6,19.0
松子（炒）,坚果种子类-树坚果,31.0,644.0,14.1,58.5,21.4
松子仁,坚果种子类-树坚果,100.0,718.0,13.4,70.6,12.2
杏仁,坚果种子类-树坚果,100.0,578.0,22.5,45.4,23.9
杏仁（大杏仁）,坚果种子类-树坚果,100.0,540.0,19.9,42.9,27.8
杏仁（炒）,坚果种子类-树坚果,91.0,618.0,25.7,51.0,18.7
杏仁（原味）,坚果种子类-树坚果,100.0,596.0,21.3,50.6,19.7
杏仁（漂白后）,坚果种子类-树坚果,100.0,602.0,21.9,50.6,19.9
杏仁（过油炸干）,坚果种子类-树坚果,100.0,631.0,21.2,55.2,17.7
杏仁（烤干，不加盐）,坚果种子类-树坚果,100.0,617.0,22.1,52.8,19.3
杏仁（烤干，加盐）,坚果种子类-树坚果,100.0,617.0,22.1,52.8,19.3
橡实[橡子，青冈子],坚果种子类-树坚果,70.0,233.0,4.0,2.0,50.5
榛子（干）,坚果种子类-树坚果,27.0,561.0,20.0,44.8,24.3
榛子（炒）,坚果种子类-树坚果,21.0,611.0,30.5,50.3,13.1
山核桃（熟）[小核桃],坚果种子类-树坚果,45.0,658.0,8.3,64.5,21.3
栗子[板栗],坚果种子类-树坚果,80.0,186.0,4.4,1.6,39.6
栗子仁（熟）,坚果种子类-树坚果,100.0,194.0,4.5,1.5,45.7
松子（熟）,坚果种子类-树坚果,69.0,553.0,12.9,40.4,40.3
杏仁（熟，带壳）,坚果种子类-树坚果,63.0,648.0,25.1,58.4,11.0
杏仁（熟，去壳）,坚果种子类-树坚果,100.0,625.0,28.0,54.4,11.1
腰果（熟）,坚果种子类-树坚果,100.0,615.0,24.0,50.9,20.4
榛子（熟）,坚果种子类-树坚果,66.0,642.0,12.5,57.3,25.6
榛子仁（熟）,坚果种子类-树坚果,100.0,628.0,15.6,52.9,26.7
开心果（熟）,坚果种子类-树坚果,82.0,631.0,20.6,53.0,21.9
香榧（熟）,坚果种子类-树坚果,61.0,644.0,12.4,57.0,26.9
胡麻子,坚果种子类-种子,98.0,450.0,19.1,30.7,39.5
"花生（鲜）[落花生,长生果]",坚果种子类-种子,53.0,313.0,12.0,25.4,13.0
花生（炒）,坚果种子类-种子,71.0,601.0,21.7,48.0,23.8
花生仁（生）,坚果种子类-种子,100.0,574.0,24.8,44.3,21.7
花生仁（炒）,坚果种子类-种子,100.0,589.0,23.9,44.4,25.7
葵花子（生）,坚果种子类-种子,50.0,609.0,23.9,49.9,19.1
葵花子（炒，咸）,坚果种子类-种子,52.0,625.0,22.6,52.8,17.3
葵花子仁,坚果种子类-种子,100.0,615.0,19.1,53.4,16.7
莲子（干）,坚果种子类-种子,100.0,350.0,17.2,2.0,67.2
莲子（糖水罐头）,坚果种子类-种子,100.0,202.0,2.8,0.5,46.9
南瓜子（炒）[白瓜子],坚果种子类-种子,68.0,582.0,36.0,46.1,7.9
南瓜子仁,坚果种子类-种子,100.0,576.0,33.2,48.1,4.9
西瓜子（炒）,坚果种子类-种子,43.0,582.0,32.7,44.8,14.2
西瓜子,坚果种子类-种子,38.0,567.0,30.3,46.5,13.4
西瓜子仁,坚果种子类-种子,100.0,566.0,32.4,45.9,8.6
芝麻子（白）,坚果种子类-种子,100.0,536.0,18.4,39.6,31.5
芝麻子（黑）,坚果种子类-种子,100.0,559.0,19.1,46.1,24.0
芡实米（鲜）[鸡头米],坚果种子类-种子,47.0,145.0,4.4,0.2,31.5
芡实米（干）[鸡头米],坚果种子类-种子,100.0,352.0,8.3,0.3,79.6
花生（烤，勤俭牌）,坚果种子类-种子,72.0,586.0,26.4,46.3,21.2
花生（烤，密日兴牌）,坚果种子类-种子,71.0,475.0,16.6,22.3,55.9
花生仁（油炸）,坚果种子类-种子,100.0,583.0,22.2,47.1,26.2
葵花子（熟，奶油香）,坚果种子类-种子,51.0,620.0,22.7,54.1,17.9
葵花子（熟，原味）,坚果种子类-种子,48.0,591.0,28.5,49.0,15.1
南瓜子（熟）[白瓜子],坚果种子类-种子,69.0,615.0,26.6,52.8,12.9
西瓜子（熟）[黑瓜子],坚果种子类-种子,38.0,550.0,29.0,46.0,9.5
扁豆（干）,干豆类及其制品-其他,100.0,339.0,25.3,0.4,61.9
扁豆（干，白）,干豆类及其制品-其他,100.0,283.0,19.0,1.3,55.6
眉豆（干）[饭豇豆],干豆类及其制品-其他,100.0,334.0,18.6,1.1,65.6
豇豆（干）,干豆类及其制品-其他,100.0,336.0,19.3,1.2,65.6
豇豆（干，紫）,干豆类及其制品-其他,100.0,329.0,18.9,0.4,65.8
豇豆（煮）,干豆类及其制品-其他,100.0,133.0,9.5,0.6,24.0
豌豆（干）,干豆类及其制品-其他,100.0,334.0,20.3,1.1,65.8
豌豆（花）,干豆类及其制品-其他,100.0,336.0,21.6,1.0,63.6
豌豆（煮）,干豆类及其制品-其他,100.0,107.0,8.9,0.3,19.2
鹰嘴豆[桃豆],干豆类及其制品-其他,100.0,340.0,21.2,4.2,60.1
荆豆（干）,干豆类及其制品-其他,100.0,407.0,43.6,14.3,28.5
木豆（干）[扭豆，豆蓉],干豆类及其制品-其他,100.0,348.0,19.8,4.5,58.8
黄豆 [大豆],干豆类及其制品-大豆,100.0,390.0,35.0,16.0,34.2
黑豆（干）[黑大豆],干豆类及其制品-大豆,100.0,401.0,36.0,15.9,33.6
青豆（干）[青大豆],干豆类及其制品-大豆,100.0,398.0,34.5,16.0,35.4
黄豆,干豆类及其制品-大豆,100.0,407.0,33.1,15.9,37.3
黄豆粉,干豆类及其制品-大豆,100.0,432.0,32.7,18.3,37.6
豆腐花 [豆腐粉],干豆类及其制品-大豆,100.0,401.0,10.0,2.6,84.3
豆浆粉,干豆类及其制品-大豆,100.0,426.0,19.7,9.4,66.8
豆奶粉（维维牌）,干豆类及其制品-大豆,100.0,421.0,19.4,9.4,65.2
豆奶粉（多力牌）,干豆类及其制品-大豆,100.0,405.0,12.3,6.5,76.4
豆奶粉（大磨牌）,干豆类及其制品-大豆,100.0,432.0,27.4,13.0,51.6
豆腐（代表值）,干豆类及其制品-大豆,100.0,84.0,6.6,5.3,3.4
豆腐（内酯）,干豆类及其制品-大豆,100.0,50.0,5.0,1.9,3.3
豆腐脑 [老豆腐],干豆类及其制品-大豆,100.0,15.0,1.9,0.8,0.0
豆腐（北豆腐）,干豆类及其制品-大豆,100.0,116.0,9.2,8.1,3.0
豆腐（南豆腐）,干豆类及其制品-大豆,100.0,87.0,5.7,5.8,3.9
豆奶 [豆乳],干豆类及其制品-大豆,100.0,30.0,2.4,1.5,1.8
豆汁（生）,干豆类及其制品-大豆,100.0,10.0,0.9,0.1,1.4
酸豆奶,干豆类及其制品-大豆,100.0,67.0,2.2,1.2,11.8
豆浆,干豆类及其制品-大豆,100.0,31.0,3.0,1.6,1.2
豆浆（甜）,干豆类及其制品-大豆,100.0,34.0,2.4,0.5,4.9
豆腐丝,干豆类及其制品-大豆,100.0,203.0,21.5,10.5,6.2
豆腐丝（干）,干豆类及其制品-大豆,100.0,451.0,57.7,22.8,3.7
豆腐丝（油）,干豆类及其制品-大豆,100.0,304.0,24.2,17.1,14.5
豆腐卷,干豆类及其制品-大豆,100.0,203.0,17.9,11.6,7.2
油豆腐,干豆类及其制品-大豆,100.0,245.0,17.0,17.6,4.9
腐竹,干豆类及其制品-大豆,100.0,461.0,44.6,21.7,22.3
枝竹,干豆类及其制品-大豆,100.0,478.0,44.4,24.7,20.8
千张 [百页],干豆类及其制品-大豆,100.0,262.0,24.5,16.0,5.5
豆腐干（代表值）,干豆类及其制品-大豆,100.0,197.0,14.9,11.3,9.6
豆腐干（菜干）,干豆类及其制品-大豆,100.0,137.0,13.4,7.1,5.0
豆腐干（臭干）,干豆类及其制品-大豆,100.0,99.0,10.2,4.6,4.5
豆腐干（酱油干）,干豆类及其制品-大豆,100.0,157.0,14.9,9.1,4.0
豆腐干（卤干）,干豆类及其制品-大豆,100.0,339.0,14.5,16.7,33.4
豆腐干（蒲包干）,干豆类及其制品-大豆,100.0,135.0,12.1,5.7,8.9
豆腐干（香干）,干豆类及其制品-大豆,100.0,152.0,15.8,7.8,5.1
豆腐干（小香干）,干豆类及其制品-大豆,100.0,174.0,17.9,9.1,5.4
豆腐干（熏干）,干豆类及其制品-大豆,100.0,154.0,15.8,6.2,8.8
豆肝尖,干豆类及其制品-大豆,100.0,203.0,17.2,12.0,9.4
素大肠,干豆类及其制品-大豆,100.0,155.0,18.1,3.6,13.0
素火腿,干豆类及其制品-大豆,100.0,213.0,19.1,13.2,4.8
素鸡,干豆类及其制品-大豆,100.0,194.0,16.5,12.5,4.2
素鸡丝卷,干豆类及其制品-大豆,100.0,197.0,11.2,13.7,10.1
素什锦,干豆类及其制品-大豆,100.0,177.0,14.0,10.2,8.3
炸素虾,干豆类及其制品-大豆,100.0,582.0,27.6,44.4,19.3
烤麸,干豆类及其制品-大豆,100.0,121.0,20.4,0.3,9.3
豆腐皮,干豆类及其制品-大豆,100.0,447.0,51.6,23.0,12.5
豆腐干,干豆类及其制品-大豆,100.0,427.0,19.6,35.2,11.4
绿豆（干）,干豆类及其制品-绿豆,100.0,329.0,21.6,0.8,62.0
绿豆面,干豆类及其制品-绿豆,100.0,341.0,20.8,0.7,65.8
绿豆饼,干豆类及其制品-绿豆,100.0,122.0,15.2,1.2,12.7
花豆（干，红）,干豆类及其制品-芸豆,100.0,328.0,19.1,1.3,62.7
花豆（干，紫）,干豆类及其制品-芸豆,97.0,330.0,17.2,1.4,65.8
芸豆（干，白）,干豆类及其制品-芸豆,100.0,315.0,23.4,1.4,57.2
芸豆（干，红）,干豆类及其制品-芸豆,100.0,331.0,21.4,1.3,62.5
芸豆（干，虎皮）,干豆类及其制品-芸豆,100.0,341.0,22.5,0.9,62.5
芸豆（干，杂，带皮）,干豆类及其制品-芸豆,100.0,327.0,22.4,0.6,63.3
蚕豆（干）,干豆类及其制品-蚕豆,100.0,338.0,21.6,1.0,61.5
蚕豆（带皮）,干豆类及其制品-蚕豆,93.0,326.0,24.6,1.1,59.9
蚕豆（去皮）,干豆类及其制品-蚕豆,100.0,347.0,25.4,1.6,58.9
马牙大豆（干）,干豆类及其制品-蚕豆,100.0,338.0,27.2,0.9,59.4
脑豆（干）,干豆类及其制品-蚕豆,100.0,363.0,23.4,3.8,59.6
蚕豆（烤）,干豆类及其制品-蚕豆,100.0,377.0,27.0,2.0,63.8
蚕豆（炸）[开花豆],干豆类及其制品-蚕豆,100.0,447.0,26.7,20.0,40.4
蚕豆（煮）,干豆类及其制品-蚕豆,100.0,62.0,4.8,0.5,10.1
"赤小豆（干）[小豆,红小豆]",干豆类及其制品-赤豆,100.0,324.0,20.2,0.6,63.4
小豆粥,干豆类及其制品-赤豆,100.0,62.0,1.2,0.4,13.7
红豆沙（去皮）,干豆类及其制品-赤豆,100.0,244.0,4.5,0.1,57.1
红豆馅,干豆类及其制品-赤豆,100.0,261.0,4.5,0.2,61.7
菜籽油 [青油],植物油-植物油,100.0,899.0,0.0,99.9,0.0
茶油,植物油-植物油,100.0,899.0,0.0,99.9,0.0
大麻油 [粟米油],植物油-植物油,100.0,899.0,0.0,99.9,0.0
豆油,植物油-植物油,100.0,899.0,0.0,99.9,0.0
红花油,植物油-植物油,100.0,899.0,0.0,99.9,0.0
胡麻油,植物油-植物油,100.0,900.0,0.0,100.0,0.0
花生油,植物油-植物油,100.0,899.0,0.0,99.9,0.0
混合油（菜+棕）,植物油-植物油,100.0,900.0,0.0,99.9,0.1
葵花子油,植物油-植物油,100.0,899.0,0.0,99.9,0.0
辣椒油,植物油-植物油,100.0,900.0,0.0,100.0,0.0
麦胚油,植物油-植物油,100.0,899.0,0.0,99.9,0.0
棉籽油,植物油-植物油,100.0,899.0,0.0,99.8,0.1
色拉油,植物油-植物油,100.0,898.0,0.0,99.8,0.0
椰子油,植物油-植物油,100.0,899.0,0.0,99.9,0.0
玉米油,植物油-植物油,100.0,895.0,0.0,99.2,0.5
芝麻油 [香油],植物油-植物油,100.0,898.0,0.0,99.7,0.2
棕榈油,植物油-植物油,100.0,900.0,0.0,100.0,0.0
橄榄油,植物油-植物油,100.0,899.0,0.0,99.9,0.0
苹果（代表值）,水果类及其制品-仁果类,85.0,53.0,0.4,0.2,13.7
伏苹果,水果类及其制品-仁果类,86.0,48.0,0.5,0.1,11.8
国光苹果,水果类及其制品-仁果类,78.0,56.0,0.3,0.3,13.3
早苹果,水果类及其制品-仁果类,96.0,34.0,0.4,0.2,8.4
红富士苹果,水果类及其制品-仁果类,85.0,49.0,0.7,0.4,11.7
红香蕉苹果,水果类及其制品-仁果类,87.0,51.0,0.4,0.2,12.3
红星苹果,水果类及其制品-仁果类,85.0,58.0,0.4,0.1,14.3
红玉苹果,水果类及其制品-仁果类,84.0,52.0,0.2,0.2,14.7
红元帅苹果,水果类及其制品-仁果类,84.0,60.0,0.2,0.4,14.3
黄香蕉苹果,水果类及其制品-仁果类,88.0,53.0,0.3,0.2,13.7
黄元帅苹果,水果类及其制品-仁果类,80.0,59.0,0.2,0.3,14.7
金元帅苹果,水果类及其制品-仁果类,78.0,53.0,0.2,0.1,13.3
青香蕉苹果,水果类及其制品-仁果类,80.0,52.0,0.3,0.1,13.1
秋里蒙蒙苹果,水果类及其制品-仁果类,85.0,43.0,0.2,0.2,11.9
香玉苹果,水果类及其制品-仁果类,69.0,62.0,0.5,0.1,15.7
印度苹果,水果类及其制品-仁果类,90.0,54.0,0.6,0.2,14.8
祝光苹果,水果类及其制品-仁果类,86.0,50.0,0.4,0.1,12.5
倭锦苹果,水果类及其制品-仁果类,86.0,54.0,0.2,0.2,13.6
苹果（罐头）,水果类及其制品-仁果类,100.0,41.0,0.2,0.2,10.3
梨（代表值）,水果类及其制品-仁果类,82.0,51.0,0.3,0.1,13.1
梨（巴梨）,水果类及其制品-仁果类,79.0,51.0,0.4,0.2,12.9
长把梨,水果类及其制品-仁果类,80.0,62.0,0.8,0.8,14.9
冬果梨,水果类及其制品-仁果类,87.0,46.0,0.4,0.2,12.8
鹅黄梨,水果类及其制品-仁果类,68.0,41.0,0.3,0.1,10.7
红肖梨,水果类及其制品-仁果类,87.0,36.0,0.2,0.0,10.5
锦丰梨,水果类及其制品-仁果类,92.0,51.0,0.2,0.1,13.9
京白梨,水果类及其制品-仁果类,79.0,57.0,0.2,0.5,13.7
库尔勒香梨,水果类及其制品-仁果类,91.0,42.0,0.1,0.1,13.4
莱阳梨,水果类及其制品-仁果类,80.0,54.0,0.3,0.2,14.1
马蹄黄梨,水果类及其制品-仁果类,74.0,50.0,0.3,0.1,12.5
明月梨,水果类及其制品-仁果类,81.0,54.0,0.3,0.2,13.3
木梨,水果类及其制品-仁果类,80.0,32.0,0.4,0.1,8.2
苹果梨,水果类及其制品-仁果类,94.0,53.0,0.2,0.1,13.9
软梨,水果类及其制品-仁果类,68.0,32.0,0.4,0.2,11.7
苏梅梨,水果类及其制品-仁果类,88.0,77.0,1.2,0.2,20.5
苏木梨,水果类及其制品-仁果类,88.0,52.0,0.6,0.3,13.1
酥梨,水果类及其制品-仁果类,72.0,45.0,0.3,0.1,11.4
酸梨,水果类及其制品-仁果类,85.0,33.0,0.1,0.1,9.8
香梨,水果类及其制品-仁果类,89.0,51.0,0.3,0.1,13.6
雪花梨,水果类及其制品-仁果类,86.0,42.0,0.2,0.1,10.6
雪梨,水果类及其制品-仁果类,93.0,79.0,0.9,0.1,20.2
鸭广梨,水果类及其制品-仁果类,76.0,60.0,0.6,0.2,16.5
鸭梨,水果类及其制品-仁果类,82.0,45.0,0.2,0.2,11.1
早酥梨,水果类及其制品-仁果类,92.0,50.0,0.2,0.2,13.6
紫酥梨,水果类及其制品-仁果类,59.0,51.0,0.3,0.1,13.3
鳄梨,水果类及其制品-仁果类,100.0,171.0,2.0,15.3,7.4
冬果梨（罐头）,水果类及其制品-仁果类,100.0,56.0,0.3,0.0,15.9
梨（糖水罐头）,水果类及其制品-仁果类,100.0,36.0,0.5,0.2,8.8
红果 [山里红，大山楂],水果类及其制品-仁果类,76.0,102.0,0.5,0.6,25.1
红果（干）,水果类及其制品-仁果类,100.0,251.0,4.3,2.2,78.4
海棠果 [楸子],水果类及其制品-仁果类,86.0,76.0,0.3,0.2,19.2
海棠果（罐头）,水果类及其制品-仁果类,100.0,56.0,0.5,0.2,13.6
沙果,水果类及其制品-仁果类,95.0,70.0,0.4,0.1,17.8
吊蛋,水果类及其制品-仁果类,95.0,65.0,0.8,0.4,16.8
面蛋,水果类及其制品-仁果类,60.0,91.0,1.6,0.5,21.7
酸刺,水果类及其制品-仁果类,16.0,112.0,2.8,0.3,25.5
蛇果,水果类及其制品-仁果类,84.0,59.0,0.1,0.2,14.9
橙,水果类及其制品-柑橘类,74.0,48.0,0.8,0.2,11.1
福橘,水果类及其制品-柑橘类,67.0,46.0,1.0,0.2,10.3
橘柑子[宽皮桂],水果类及其制品-柑橘类,78.0,44.0,0.8,0.1,10.2
橘(金橘)[金枣],水果类及其制品-柑橘类,89.0,58.0,1.0,0.2,13.7
芦橘,水果类及其制品-柑橘类,77.0,44.0,0.6,0.2,10.3
蜜橘,水果类及其制品-柑橘类,76.0,45.0,0.8,0.4,10.3
三湖红橘,水果类及其制品-柑橘类,68.0,43.0,0.8,0.3,10.0
橘(四川红橘),水果类及其制品-柑橘类,78.0,42.0,0.7,0.1,9.8
小叶橘,水果类及其制品-柑橘类,81.0,40.0,1.1,0.2,8.8
早橘,水果类及其制品-柑橘类,82.0,57.0,1.2,0.2,12.6
橘饼,水果类及其制品-柑橘类,100.0,371.0,0.6,0.4,92.9
柚[文旦],水果类及其制品-柑橘类,69.0,42.0,0.8,0.2,9.5
柠檬,水果类及其制品-柑橘类,66.0,37.0,1.1,1.2,6.2
葡萄柚 [西柚],水果类及其制品-柑橘类,73.0,33.0,0.7,0.3,7.8
桃（代表值）,水果类及其制品-核果类,89.0,42.0,0.6,0.1,10.1
白粉桃,水果类及其制品-核果类,93.0,26.0,1.3,0.1,5.5
高山白桃,水果类及其制品-核果类,69.0,42.0,0.7,0.2,10.1
早久保桃,水果类及其制品-核果类,89.0,48.0,0.9,0.1,11.3
桃（黄桃）,水果类及其制品-核果类,93.0,56.0,0.5,0.1,14.0
金红桃,水果类及其制品-核果类,88.0,28.0,0.7,0.1,6.6
桃（久保桃）,水果类及其制品-核果类,94.0,42.0,0.6,0.1,10.0
蒲桃,水果类及其制品-核果类,69.0,39.0,0.5,0.2,10.2
庆丰桃,水果类及其制品-核果类,93.0,42.0,0.6,0.1,10.1
晚桃（黄）,水果类及其制品-核果类,75.0,41.0,0.7,0.2,9.6
五月鲜桃,水果类及其制品-核果类,93.0,41.0,0.4,0.1,10.0
早桃（黄）,水果类及其制品-核果类,73.0,41.0,0.4,0.1,10.1
蜜桃,水果类及其制品-核果类,88.0,46.0,0.6,0.1,11.0
桃（糖水罐头）,水果类及其制品-核果类,100.0,60.0,0.3,0.2,14.5
李子,水果类及其制品-核果类,91.0,38.0,0.7,0.2,8.7
李子杏,水果类及其制品-核果类,92.0,37.0,1.0,0.1,8.6
梅 [青梅],水果类及其制品-核果类,93.0,34.0,0.9,0.9,6.2
杏,水果类及其制品-核果类,91.0,38.0,0.9,0.1,9.1
杏（罐头）,水果类及其制品-核果类,100.0,40.0,0.6,0.2,9.7
杏干,水果类及其制品-核果类,25.0,338.0,2.7,0.4,83.2
布朗,水果类及其制品-核果类,87.0,44.0,0.6,0.2,10.7
西梅,水果类及其制品-核果类,76.0,42.0,0.7,0.1,10.3
枣（鲜）,水果类及其制品-核果类,87.0,125.0,1.1,0.3,30.5
枣（干）,水果类及其制品-核果类,80.0,276.0,3.2,0.5,67.8
枣（干，大）,水果类及其制品-核果类,88.0,317.0,2.1,0.4,81.1
枣（金丝小枣）,水果类及其制品-核果类,81.0,308.0,1.2,1.1,76.7
乐陵枣,水果类及其制品-核果类,76.0,233.0,3.3,0.6,57.9
密云小枣,水果类及其制品-核果类,92.0,229.0,3.9,0.8,55.2
黑枣（无核）[乌枣],水果类及其制品-核果类,98.0,234.0,1.7,0.3,57.3
黑枣（有核）,水果类及其制品-核果类,59.0,246.0,3.7,0.5,61.4
酒枣,水果类及其制品-核果类,91.0,148.0,1.6,0.2,35.7
蜜枣 [椰枣],水果类及其制品-核果类,100.0,333.0,1.3,0.2,84.4
冬枣,水果类及其制品-核果类,93.0,113.0,1.8,0.2,27.8
小枣（干）,水果类及其制品-核果类,81.0,275.0,2.7,0.7,66.8
酸枣,水果类及其制品-核果类,52.0,300.0,3.5,1.5,73.3
樱桃,水果类及其制品-核果类,80.0,46.0,1.1,0.2,10.2
樱桃（野，白刺）,水果类及其制品-核果类,23.0,304.0,11.4,3.9,59.8
葡萄（代表值）,水果类及其制品-浆果类,86.0,45.0,0.4,0.3,10.3
红玫瑰葡萄,水果类及其制品-浆果类,96.0,42.0,0.4,0.2,10.7
葡萄（巨峰）,水果类及其制品-浆果类,84.0,51.0,0.4,0.2,12.0
葡萄（马奶子）,水果类及其制品-浆果类,84.0,41.0,0.5,0.4,9.1
葡萄（玫瑰香）,水果类及其制品-浆果类,86.0,52.0,0.4,0.4,12.1
紫葡萄,水果类及其制品-浆果类,88.0,45.0,0.7,0.3,10.3
葡萄干,水果类及其制品-浆果类,100.0,344.0,2.5,0.4,83.4
石榴（代表值）,水果类及其制品-浆果类,57.0,72.0,1.3,0.2,18.5
石榴（红粉皮）,水果类及其制品-浆果类,57.0,74.0,1.3,0.1,19.4
石榴（玛瑙）,水果类及其制品-浆果类,60.0,72.0,1.6,0.2,18.4
石榴（青皮）,水果类及其制品-浆果类,55.0,71.0,1.2,0.2,18.5
柿,水果类及其制品-浆果类,87.0,74.0,0.4,0.1,18.5
荷柿,水果类及其制品-浆果类,98.0,65.0,0.6,0.2,17.1
磨盘柿,水果类及其制品-浆果类,98.0,79.0,0.7,0.1,19.6
柿饼,水果类及其制品-浆果类,97.0,255.0,1.8,0.2,62.8
桑葚（代表值）,水果类及其制品-浆果类,100.0,57.0,1.7,0.4,13.8
桑葚（白）,水果类及其制品-浆果类,100.0,60.0,1.8,0.3,14.9
桑葚（红）,水果类及其制品-浆果类,100.0,55.0,1.6,0.4,12.9
桑葚（干）,水果类及其制品-浆果类,100.0,298.0,21.1,6.1,54.2
醋栗 [灯笼果],水果类及其制品-浆果类,100.0,46.0,0.9,0.6,10.2
黑醋栗 [黑加仑],水果类及其制品-浆果类,100.0,66.0,1.4,0.4,15.4
沙棘,水果类及其制品-浆果类,87.0,120.0,0.9,1.8,25.5
无花果,水果类及其制品-浆果类,100.0,65.0,1.5,0.1,16.0
中华猕猴桃 [毛叶猕猴桃],水果类及其制品-浆果类,83.0,61.0,0.8,0.6,14.5
"草莓 [洋莓, 凤阳草莓]",水果类及其制品-浆果类,97.0,32.0,1.0,0.2,7.1
红提子葡萄,水果类及其制品-浆果类,86.0,54.0,0.4,0.2,13.1
无花果（干）,水果类及其制品-浆果类,100.0,361.0,3.6,4.3,77.8
芭蕉 [甘蕉，板蕉，牙蕉],水果类及其制品-热带亚热带水果,68.0,115.0,1.2,0.1,28.9
菠萝 [凤梨，地菠萝],水果类及其制品-热带亚热带水果,68.0,44.0,0.5,0.1,10.8
菠萝蜜 [木菠萝],水果类及其制品-热带亚热带水果,43.0,105.0,0.2,0.3,25.7
刺梨 [茨梨，木梨子],水果类及其制品-热带亚热带水果,100.0,63.0,0.7,0.1,16.9
番石榴 [鸡矢果，番桃],水果类及其制品-热带亚热带水果,97.0,53.0,1.1,0.4,14.2
桂圆,水果类及其制品-热带亚热带水果,50.0,71.0,1.2,0.1,16.6
桂圆（干）,水果类及其制品-热带亚热带水果,37.0,277.0,5.0,0.2,64.8
桂圆肉,水果类及其制品-热带亚热带水果,100.0,317.0,4.6,1.0,73.5
黄皮果,水果类及其制品-热带亚热带水果,59.0,39.0,1.6,0.2,9.9
荔枝,水果类及其制品-热带亚热带水果,73.0,71.0,0.9,0.2,16.6
芒果 [抹猛果，望果],水果类及其制品-热带亚热带水果,60.0,35.0,0.6,0.2,8.3
木瓜 [番木瓜],水果类及其制品-热带亚热带水果,86.0,29.0,0.4,0.1,7.0
人参果,水果类及其制品-热带亚热带水果,88.0,86.0,0.6,0.7,21.2
杨梅 [树梅，山杨梅],水果类及其制品-热带亚热带水果,82.0,30.0,0.8,0.2,6.7
杨桃,水果类及其制品-热带亚热带水果,88.0,31.0,0.6,0.2,7.4
椰子,水果类及其制品-热带亚热带水果,33.0,241.0,4.0,12.1,31.3
枇杷,水果类及其制品-热带亚热带水果,62.0,41.0,0.8,0.2,9.3
橄榄（白榄）,水果类及其制品-热带亚热带水果,80.0,57.0,0.8,0.2,15.1
余柑子 [油柑子],水果类及其制品-热带亚热带水果,80.0,45.0,0.3,0.1,12.4
红毛丹,水果类及其制品-热带亚热带水果,79.0,82.0,1.0,1.2,17.5
火龙果 [仙蜜果、红龙果],水果类及其制品-热带亚热带水果,69.0,55.0,1.1,0.2,13.3
荔枝（干）,水果类及其制品-热带亚热带水果,56.0,328.0,4.5,1.2,77.4
榴莲,水果类及其制品-热带亚热带水果,37.0,150.0,2.6,3.3,28.3
芒果（大头）,水果类及其制品-热带亚热带水果,68.0,52.0,0.5,0.1,12.9
酸木瓜,水果类及其制品-热带亚热带水果,79.0,41.0,0.3,0.2,11.1
蒲桃 [香果、水石榴],水果类及其制品-热带亚热带水果,69.0,41.0,0.6,0.0,10.1
山竹,水果类及其制品-热带亚热带水果,25.0,72.0,0.4,0.2,18.0
香蕉（红皮）,水果类及其制品-热带亚热带水果,70.0,86.0,1.1,0.2,20.8
香蕉 [甘蕉],水果类及其制品-热带亚热带水果,59.0,93.0,1.4,0.2,22.0
白金瓜,水果类及其制品-瓜果类,70.0,25.0,0.4,0.0,6.2
白兰瓜,水果类及其制品-瓜果类,55.0,23.0,0.6,0.1,5.3
哈密瓜,水果类及其制品-瓜果类,71.0,34.0,0.5,0.1,7.9
黄河蜜瓜,水果类及其制品-瓜果类,56.0,11.0,0.4,0.0,4.0
金塔寺瓜,水果类及其制品-瓜果类,81.0,10.0,0.6,0.1,2.0
灵蜜瓜,水果类及其制品-瓜果类,71.0,4.0,0.5,0.1,0.4
麻醉瓜,水果类及其制品-瓜果类,66.0,17.0,0.7,0.1,3.6
甜瓜 [香瓜],水果类及其制品-瓜果类,78.0,26.0,0.4,0.1,6.2
西瓜（代表值）,水果类及其制品-瓜果类,59.0,31.0,0.5,0.3,6.8
西瓜（京欣一号）,水果类及其制品-瓜果类,59.0,34.0,0.5,0.0,8.1
西瓜（郑州三号）,水果类及其制品-瓜果类,59.0,26.0,0.6,0.1,5.7
西瓜（忠于6号，黑皮）,水果类及其制品-瓜果类,64.0,32.0,0.5,0.5,6.5
